3.24409e-06	0
3.20259e-06	0.000367347
3.17288e-06	0.000734694
3.17672e-06	0.00110204
3.1705e-06	0.00146939
3.16814e-06	0.00183673
3.16232e-06	0.00220408
3.15692e-06	0.00257143
3.14989e-06	0.00293878
3.14233e-06	0.00330612
3.13365e-06	0.00367347
3.12411e-06	0.00404082
3.11358e-06	0.00440816
3.10212e-06	0.00477551
3.08966e-06	0.00514286
3.07619e-06	0.0055102
3.06167e-06	0.00587755
3.04607e-06	0.0062449
3.02931e-06	0.00661224
3.01134e-06	0.00697959
2.99207e-06	0.00734694
2.9714e-06	0.00771429
2.94923e-06	0.00808163
2.92538e-06	0.00844898
2.89971e-06	0.00881633
2.87207e-06	0.00918367
2.84223e-06	0.00955102
2.80999e-06	0.00991837
2.77509e-06	0.0102857
2.73726e-06	0.0106531
2.69622e-06	0.0110204
2.6517e-06	0.0113878
2.60343e-06	0.0117551
2.55116e-06	0.0121224
2.49466e-06	0.0124898
2.43376e-06	0.0128571
2.36836e-06	0.0132245
2.29843e-06	0.0135918
2.22404e-06	0.0139592
2.14535e-06	0.0143265
2.06266e-06	0.0146939
1.9766e-06	0.0150612
1.88725e-06	0.0154286
1.79529e-06	0.0157959
1.70257e-06	0.0161633
1.60828e-06	0.0165306
1.51535e-06	0.016898
1.4206e-06	0.0172653
1.32572e-06	0.0176327
1.22251e-06	0.018
1.0893e-06	0.0186566
9.77446e-07	0.0193131
8.6217e-07	0.0199697
7.80213e-07	0.0206263
7.09799e-07	0.0212828
6.65328e-07	0.0219394
6.35506e-07	0.022596
6.2302e-07	0.0232525
6.21779e-07	0.0239091
6.31651e-07	0.0245657
6.48207e-07	0.0252222
6.70708e-07	0.0258788
6.96241e-07	0.0265354
7.24195e-07	0.0271919
7.52803e-07	0.0278485
7.8176e-07	0.028505
8.10022e-07	0.0291616
8.37504e-07	0.0298182
8.63662e-07	0.0304747
8.88547e-07	0.0311313
9.11889e-07	0.0317879
9.33802e-07	0.0324444
9.54203e-07	0.033101
9.73219e-07	0.0337576
9.90854e-07	0.0344141
1.00724e-06	0.0350707
1.02241e-06	0.0357273
1.0365e-06	0.0363838
1.04954e-06	0.0370404
1.06166e-06	0.037697
1.07291e-06	0.0383535
1.08337e-06	0.0390101
1.09312e-06	0.0396667
1.10221e-06	0.0403232
1.1107e-06	0.0409798
1.11865e-06	0.0416364
1.1261e-06	0.0422929
1.13311e-06	0.0429495
1.13971e-06	0.0436061
1.14594e-06	0.0442626
1.15184e-06	0.0449192
1.15744e-06	0.0455758
1.16275e-06	0.0462323
1.16782e-06	0.0468889
1.17267e-06	0.0475455
1.1773e-06	0.048202
1.18176e-06	0.0488586
1.18604e-06	0.0495152
1.19017e-06	0.0501717
1.19417e-06	0.0508283
1.19804e-06	0.0514848
1.2018e-06	0.0521414
1.20546e-06	0.052798
1.20902e-06	0.0534545
1.21251e-06	0.0541111
1.21593e-06	0.0547677
1.21928e-06	0.0554242
1.22257e-06	0.0560808
1.22582e-06	0.0567374
1.22902e-06	0.0573939
1.23218e-06	0.0580505
1.23531e-06	0.0587071
1.23841e-06	0.0593636
1.24149e-06	0.0600202
1.24455e-06	0.0606768
1.24759e-06	0.0613333
1.25061e-06	0.0619899
1.25363e-06	0.0626465
1.25663e-06	0.063303
1.25962e-06	0.0639596
1.26261e-06	0.0646162
1.26558e-06	0.0652727
1.26855e-06	0.0659293
1.2715e-06	0.0665859
1.27445e-06	0.0672424
1.27737e-06	0.067899
1.28028e-06	0.0685556
1.28317e-06	0.0692121
1.28603e-06	0.0698687
1.28885e-06	0.0705253
1.29164e-06	0.0711818
1.29438e-06	0.0718384
1.29708e-06	0.0724949
1.29971e-06	0.0731515
1.30228e-06	0.0738081
1.30478e-06	0.0744646
1.3072e-06	0.0751212
1.30955e-06	0.0757778
1.31181e-06	0.0764343
1.31399e-06	0.0770909
1.3161e-06	0.0777475
1.31814e-06	0.078404
1.32014e-06	0.0790606
1.3221e-06	0.0797172
1.32406e-06	0.0803737
1.32602e-06	0.0810303
1.328e-06	0.0816869
1.32969e-06	0.0823434
1.33034e-06	0.083
