2.000E+00	3.520E-04	1.822E-03	9.57E-04	2.507E-05
5.000E+00	8.800E-04	4.879E-03	2.60E-03	6.616E-05
8.000E+00	1.408E-03	7.887E-03	4.23E-03	1.152E-04
1.000E+01	1.760E-03	9.607E-03	5.17E-03	1.466E-04
1.000E+05	1.760E+01	1.167E+02	6.83E+01	1.527E+04
2.000E+05	3.520E+01	2.370E+02	1.38E+02	5.667E+04
5.000E+05	8.800E+01	6.040E+02	3.52E+02	3.845E+05
1.000E+06	1.760E+02	5.975E+02	3.44E+02	3.729E+05
