810.256	0
810.325	0.000367347
810.532	0.000734694
810.875	0.00110204
811.353	0.00146939
811.968	0.00183673
812.723	0.00220408
813.621	0.00257143
814.666	0.00293878
815.861	0.00330612
817.212	0.00367347
818.725	0.00404082
820.405	0.00440816
822.259	0.00477551
824.297	0.00514286
826.527	0.0055102
828.96	0.00587755
831.608	0.0062449
834.485	0.00661224
837.606	0.00697959
840.989	0.00734694
844.653	0.00771429
848.622	0.00808163
852.922	0.00844898
857.583	0.00881633
862.64	0.00918367
868.134	0.00955102
874.112	0.00991837
880.629	0.0102857
887.75	0.0106531
895.555	0.0110204
904.138	0.0113878
913.635	0.0117551
924.238	0.0121224
936.258	0.0124898
950.085	0.0128571
966.117	0.0132245
984.443	0.0135918
1004.69	0.0139592
1025.93	0.0143265
1047.7	0.0146939
1070.57	0.0150612
1095.4	0.0154286
1111.62	0.0157959
1072.23	0.0161633
877.557	0.0165306
489.926	0.016898
189.926	0.0172653
129.72	0.0176327
0	0.018
